Suburb,Address,Price,SellerG,Lattitude,Longtitude
Ascot Vale,15 Bayview Tce,1150000,Brad,-37.7734,144.9191
Ascot Vale,57 Monash St,1350000,Brad,-37.7828,144.9049
Ascot Vale,54 South St,1905000,Nelson,-37.7778,144.9261
Ascot Vale,3/8 Walter St,865000,Nelson,-37.7713,144.9038
Ascot Vale,2/225 Maribyrnong Rd,705000,Brad,-37.7712,144.9088
Ascot Vale,12/9 Milton St,442000,Alexkarbon,-37.7733,144.9219
Ascot Vale,107/8 Burrowes St,540000,Jellis,-37.7786,144.9141
Ascot Vale,21A Geddes St,1037500,Alexkarbon,-37.7779,144.9133
Ascot Vale,1/20 Newsom St,1050000,Jellis,-37.7744,144.9035
Ascot Vale,4/27 Roseberry St,440000,McDonald,-37.7749,144.9137
Ascot Vale,126 The Parade,1010000,Brad,-37.7722,144.9117
Ascot Vale,43 Bloomfield Rd,1430000,Nelson,-37.7766,144.9187
Ascot Vale,6/17 Geddes St,570000,Nelson,-37.7779,144.9137
Ascot Vale,1/60 The Parade,690000,Brad,-37.7728,144.9169
Ascot Vale,3 Aspect Av,1070000,Nelson,,
Ascot Vale,45 Bloomfield Rd,1291000,Brad,-37.7766,144.9185
Ascot Vale,21 Middle St,1130000,Nelson,-37.7774,144.928
Ascot Vale,78 Francis St,1135000,Brad,-37.777,144.9176
Ascot Vale,25 Geddes St,950000,Nelson,-37.7778,144.9131
Ascot Vale,106/246 Union Rd,790000,Weda,-37.7722,144.9163
Ascot Vale,18/54 Epsom Rd,390000,Jellis,-37.7731,144.9074
Ascot Vale,15 Mirams St,1345000,Jellis,-37.7769,144.9138
Ascot Vale,6/37 Myrnong Cr,296000,Woodards,,
Ascot Vale,44 Walter St,1381500,Barry,-37.7727,144.9055
Ascot Vale,25 Dalgety Dr,940000,Jellis,-37.7778,144.9061
Ascot Vale,7 Dalgety Dr,995000,Nelson,-37.7778,144.9042
Ascot Vale,37 Epsom Rd,1050000,Frank,-37.7728,144.9076
Ascot Vale,6 Waller Ct,786000,Brad,-37.7816,144.9217
Ascot Vale,17 Ascot St,705000,Nelson,-37.7825,144.9206
Ascot Vale,19 Dunlop Av,660000,Nelson,,
Ascot Vale,73 Kent St,760000,Nelson,-37.7807,144.9285
Ascot Vale,9/129 The Parade,487500,Hodges,-37.7723,144.9094
Ascot Vale,20 Charles St,1125000,Nelson,-37.7783,144.91
Ascot Vale,1 East St,1000000,Nelson,-37.7766,144.9277
Ascot Vale,32 Geddes St,1110000,Nelson,-37.7775,144.913
Ascot Vale,30 Mirams St,1300000,Jellis,-37.7765,144.9132
Ascot Vale,43 Mirams St,1060000,Nelson,-37.7767,144.9125
Ascot Vale,45 Mirams St,1410000,Nelson,-37.7767,144.9124
Ascot Vale,1 Bloomfield Rd,1305000,Barry,-37.7768,144.9223
Ascot Vale,26 Milton St,932500,Nelson,-37.7738,144.9215
Ascot Vale,10 Ayr St,965000,Alexkarbon,-37.7792,144.9297
Ascot Vale,58 Bloomfield Rd,1215000,Stockdale,-37.7762,144.9174
Ascot Vale,1/91 Epsom Rd,545000,Nelson,-37.7772,144.9118
Ascot Vale,1 Myross Av,1800000,Brad,,
Ascot Vale,4/33 Sandown Rd,840000,Brad,,
Ascot Vale,5 Doncaster St,1705000,Jellis,-37.7774,144.9104
Ascot Vale,6 McCully St,970000,Nelson,-37.7756,144.921
Ascot Vale,75 Munro St,925000,Barry,-37.7756,144.9105
Ashburton,61 Dent St,2650000,Marshall,-37.8669,145.0767
Ashburton,1 Wilgra Av,1820000,Marshall,,
Ashburton,69 Albion Rd,1670000,Jellis,-37.8673,145.0688
Ashburton,1/17 Ashburn Gr,955000,Buxton,-37.8655,145.0807
Ashburton,3/39 Solway St,2050000,Fletchers,-37.874,145.0714
Ashburton,101/218 High St,500000,Fletchers,-37.8636,145.0794
Ashburton,51 Victory Bvd,1575000,Jellis,-37.869,145.0822
Ashburton,50 Warner Av,1991000,Jellis,,
Ashburton,2 Benghazi Av,1425000,Jellis,,
Ashburton,3 Dunlop St,1555000,Jellis,-37.8666,145.0676
Ashburton,36 Morotai Av,1417000,Buxton,,
Ashburton,60 Munro Av,1850000,Fletchers,,
Ashburton,1/6 Crete Av,780000,Tim,,
Ashburton,69a Munro Av,1942000,Marshall,,
Ashburton,16a Nicholas St,1100000,Marshall,-37.8699,145.0778
Ashburton,5 Nicholas St,1337000,Buxton,-37.8685,145.0786
Ashburton,115 Ashburn Gr,2950000,hockingstuart,-37.8729,145.0788
Ashburton,33 Eleanor St,2215000,Marshall,-37.8612,145.0858
Ashburton,3a Mernda Av,1880000,Fletchers,,
Ashburton,1/1 Nairn St,1518000,Jellis,-37.8675,145.0668
Ashburton,9 Gona Ct,1710000,hockingstuart,-37.8695,145.084
Ashburton,45 Yuile St,1655000,Jellis,-37.8599,145.0815
Ashburton,1/24 Crete Av,1340000,Jellis,,
Ashburton,18 Alamein Av,1445000,Jellis,,
Ashburton,3 Lae Ct,1500000,Jellis,,
Ashburton,47 Yuile St,1550000,Marshall,-37.86,145.0817
Ashburton,36 Alamein Av,1356000,Jellis,,
Ashburton,6a Glen Rd,1662000,Jellis,-37.8742,145.07
Ashburton,18 Glen Rd,1665000,Jellis,-37.8737,145.0695
Ashburton,95 Nicholas St,1445000,Jellis,-37.8745,145.0738
Ashburton,34 Munro Av,1600000,Noel,,
Ashburton,2a Lancaster St,980000,Fletchers,,
Ashburton,1/1 Ramu Gr,1300000,Jellis,,
Ashburton,29A Yuile St,3510000,Jellis,-37.8598,145.0796
Ashburton,50a Baker Pde,1730000,hockingstuart,,
Ashburton,3/75 Victory Bvd,968000,Jellis,-37.8709,145.0857
Ashburton,2/17 Ashburn Gr,900000,Jellis,-37.8655,145.0808
Ashburton,34 Morotai Av,1570000,Buxton,,
Ashburton,4 Baker Pde,1500000,hockingstuart,-37.8605,145.0833
Ashburton,26 Tarakan Av,1360000,Tim,,
Ashburton,15 Comas Gr,2752000,Jellis,-37.8714,145.073
Ashburton,56 Gloucester Rd,1600000,Jellis,,
Ashburton,3 Mustang Ct,1500000,Jellis,-37.8653,145.0897
Ashburton,3/4 Annetta Av,1430000,Jellis,,
Ashburton,20 Alamein Av,1601000,Tim,,
Ashburton,55 Alamein Av,1650000,Noel,,
Ashburton,63 Dent St,1800000,Jellis,-37.8669,145.077
Ashburton,16 Dunscombe Av,1610000,Jellis,,
Ashburton,4 Vears Rd,1830000,Jellis,-37.8619,145.0879
Ashburton,14 Lucerne St,1415000,Buxton,-37.8703,145.0774
Ashburton,5 Pitt St,1440000,Jellis,-37.872,145.0692
Ashburton,1/65 Ashburn Gr,1250000,Noel,-37.8693,145.08
Ashburton,12 Meaden St,1422000,Buxton,-37.8679,145.0781
Ashburton,48 Nicholas St,1600000,Marshall,-37.8724,145.0758
Ashburton,5 Taylor St,1860000,Jellis,-37.8711,145.0746
Ashburton,1/7 Y St,1710000,Marshall,-37.8624,145.0798
Ashburton,33 Highgate Gr,1790000,hockingstuart,-37.8664,145.0772
Ashburton,9 Pitt St,1950000,Tim,-37.8715,145.0688
Ashburton,9 Ward St,1600000,Fletchers,-37.8645,145.0797
Ashburton,159 Ashburn Gr,1320000,Marshall,-37.8752,145.0754
Ashburton,19 Poulter St,1650000,Marshall,-37.8636,145.0903
Ashburton,15 Lancaster St,1280000,Fletchers,,
Ashwood,18 Teck St,995000,Tim,-37.8693,145.1082
Ashwood,28 Raymond St,1250000,Woodards,-37.867,145.1092
Ashwood,31a Douglas St,1045000,Tim,-37.8639,145.0968
Ashwood,1/53 Winbirra Pde,1200000,Purplebricks,-37.8716,145.0999
Ashwood,18 Montrose St,1075000,Jellis,-37.8694,145.0944
Ashwood,4 Scenic Dr,1500000,Fletchers,-37.8647,145.1023
Ashwood,8 Rocklands Rd,1120000,Tim,-37.8642,145.1109
Ashwood,1/7 Farmer St,700000,hockingstuart,-37.8662,145.109
Ashwood,1/136 High Street Rd,761000,Fletchers,-37.8675,145.106
Ashwood,10 Maroondah Rd,1270000,Buxton,-37.8651,145.1109
Ashwood,4 Peppermint Ct,1510000,Buxton,-37.8661,145.1013
Ashwood,35 Douglas St,1365000,Fletchers,-37.864,145.0972
Ashwood,95 Huntingdale Rd,1100000,Tim,-37.8621,145.1126
Ashwood,2/25 May Park Av,675000,Buxton,,
Ashwood,50 Cassinia Av,1232800,Fletchers,,
Ashwood,12 Delta Av,1170000,Marshall,,
Ashwood,8 Maroondah Rd,1415000,Buxton,-37.8651,145.1107
Ashwood,1/7 Murra Ct,690000,Ray,-37.8711,145.1017
Ashwood,58 Ashwood Dr,1631000,Jellis,-37.8621,145.1021
Ashwood,3 Harold St,1500000,Buxton,-37.8655,145.096
Ashwood,2/21 Electra Av,690000,Buxton,,
Ashwood,9 Katta Ct,1060000,Harcourts,-37.8707,145.1036
Ashwood,44 Power Av,875000,Woodards,,
Ashwood,16 Scenic Dr,1529500,Buxton,-37.8637,145.1024
Ashwood,13 Edmonds Av,1250000,Jellis,,
Ashwood,7 Jingella Av,1200000,Jellis,,
Ashwood,4/36 Queens Pde,600000,Noel,-37.8696,145.0962
Ashwood,2/11 Salisbury Rd,980000,AIME,,
Ashwood,4/24 Mulgrave St,535000,Woodards,-37.8702,145.1042
Ashwood,15b Rocklands Rd,1230000,Buxton,,
Ashwood,147 Huntingdale Rd,785000,Buxton,-37.8671,145.1117
Ashwood,17 Parkhill Dr,1240000,Tim,-37.8629,145.1097
Ashwood,2/6 Murra Ct,700000,hockingstuart,-37.8709,145.102
Ashwood,31a Shaw St,880000,Fletchers,,
Ashwood,1/27 Electra Av,675000,Buxton,,
Ashwood,12 Leonard St,1350000,Buxton,-37.8669,145.1106
Ashwood,4 Teck St,1110000,Fletchers,-37.8683,145.1082
Ashwood,14 Ashwood Dr,1305000,Jellis,-37.858,145.1038
Ashwood,1/2 Condah Ct,855000,Noel,-37.87,145.1103
Ashwood,44 Power Av,900000,Tim,,
Ashwood,6a Sylvan Cr,1400000,Buxton,,
Ashwood,2/2 Heather Av,964000,Tim,,
Ashwood,1/16 Raymond St,900500,Jellis,-37.8655,145.1096
Ashwood,4 Newbury Ct,1200000,Buxton,-37.8614,145.1098
Ashwood,2/53 Salisbury Rd,830000,Barry,-37.8723,145.1089
Avondale Heights,13 MacEy Av,1310000,Jellis,,
Avondale Heights,8 Norma Ct,850000,Moonee,-37.7677,144.8674
Avondale Heights,9 Rogerson St,750000,Moonee,-37.7634,144.8611
Avondale Heights,157 Canning St,851000,Nelson,-37.77,144.8572
Avondale Heights,105 Canning St,848000,Nelson,-37.7706,144.8629
Avondale Heights,36 Wood St,806000,Moonee,-37.7676,144.859
Avondale Heights,2 Arbor Tce,1155000,Nelson,-37.7654,144.8655
Avondale Heights,3 Karen Ct,670000,Nelson,-37.7593,144.871
Avondale Heights,6 Lovett Dr,1200000,Nelson,-37.7545,144.8736
Avondale Heights,12 Skewes St,636000,Nelson,-37.7605,144.8581
Avondale Heights,16 Arcade Wy,655000,Nelson,,
Avondale Heights,68 Thompson St,680000,Nelson,-37.7591,144.8542
Avondale Heights,14 Lovett Dr,1160000,Moonee,-37.7537,144.8729
Avondale Heights,9 Arcade Wy,560000,Moonee,,
Avondale Heights,31 Duke St,750000,Barry,-37.7721,144.8576
Avondale Heights,97 Military Rd,627500,Moonee,-37.7632,144.8622
Avondale Heights,21 River Dr,880000,Moonee,-37.7519,144.8534
Avondale Heights,43 Riverside Av,825000,Brad,,
Avondale Heights,35 Templewood Cr,1372000,Nelson,,
Avondale Heights,3 Clive Ct,950000,Moonee,-37.7524,144.8714
Avondale Heights,40 Templewood Cr,1200000,Nelson,,
Avondale Heights,22 Warrick Ct,1600000,Nelson,-37.7532,144.8766
Avondale Heights,15 Dumas Av,825000,Biggin,,
Avondale Heights,2/6 Nelson Ct,585000,Barry,-37.7623,144.8613
Avondale Heights,129 Templewood Cr,1631000,Nelson,,
Avondale Heights,7 Monmouth St,650000,Moonee,-37.7627,144.857
Avondale Heights,15 River Dr,725000,Moonee,-37.752,144.854
Avondale Heights,16a Arbor Tce,665000,Brad,-37.7644,144.8657
Avondale Heights,40a Herbert St,560500,Nelson,-37.7664,144.8583
Avondale Heights,185 Military Rd,615000,Moonee,-37.758,144.86
Avondale Heights,33 Wood St,845000,Nelson,-37.7681,144.8592
Avondale Heights,14 Herbert St,585000,Barry,-37.7686,144.8576
Avondale Heights,2/10 Military Rd,440000,Nelson,-37.7697,144.8657
Avondale Heights,9 Willow Dr,850000,Moonee,-37.7522,144.8518
Avondale Heights,25 MacEy Av,775000,Brad,,
Avondale Heights,8 Westminster Dr,850000,Moonee,-37.7639,144.8615
Avondale Heights,8 Herbert St,705000,Nelson,-37.7691,144.8575
Avondale Heights,2 Hillman Ct,1100000,Brad,-37.7609,144.8639
Avondale Heights,18 Langham St,710000,Moonee,,
Avondale Heights,20 Westminster Dr,892500,Nelson,-37.7642,144.8603
Avondale Heights,23 River Dr,730000,Barry,,
Avondale Heights,17 Lacy St,790000,HAR,,
Avondale Heights,8 Moffat St,695000,HAR,-37.771,144.8586
Avondale Heights,1 Templewood Cr,855000,Nelson,,
Avondale Heights,1/24 Bordeaux St,522500,Nelson,-37.756,144.8641
Avondale Heights,7 Landau Pl,990000,Moonee,,
Avondale Heights,72 Military Rd,680000,Nelson,-37.7649,144.8633
Avondale Heights,1/5 South Tce,500000,Nelson,-37.7507,144.8576
Avondale Heights,1/4 Weyburn Pl,550000,Moonee,-37.7592,144.8681
Avondale Heights,19 Clarendon St,730000,Jas,-37.766,144.8596
Avondale Heights,2 Drake Ct,875000,Edward,-37.765,144.8578
Avondale Heights,11 South Tce,850000,Moonee,-37.751,144.8571
Avondale Heights,61 Doyle St,635000,Moonee,-37.7568,144.8572
Avondale Heights,109 North Rd,762000,Nelson,-37.7573,144.8534
Avondale Heights,17 Cresswold Av,1215000,Moonee,,
Avondale Heights,1/1 Amis Cr,610000,Moonee,,
Avondale Heights,7 Arvern Av,815000,Moonee,,
Avondale Heights,17 Cannes Av,820000,Nelson,,
Avondale Heights,2/4 Carmyle Ct,411000,Barry,-37.7608,144.863
Avondale Heights,10 Intervale Dr,790000,Barry,-37.7513,144.859
Avondale Heights,328 Milleara Rd,605000,Barry,-37.7563,144.8601
Avondale Heights,10 Skewes St,805000,Nelson,-37.7607,144.8581
Avondale Heights,62 Skewes St,890000,Moonee,-37.757,144.8566
Avondale Heights,49 Rogerson St,795000,Barry,-37.7644,144.8575
Avondale Heights,43 Skewes St,634000,Nelson,-37.7584,144.8568
Avondale Heights,63 Doyle St,642000,Moonee,-37.7567,144.8572
Avondale Heights,14 Laura Gr,730000,Moonee,,
Avondale Heights,235 Military Rd,863000,Barry,-37.7546,144.8585
Avondale Heights,57 North Rd,740000,Moonee,-37.7546,144.857
Balaclava,18 Linton St,1819000,Gary,-37.8668,144.9928
Balaclava,7/72 Grosvenor St,410000,hockingstuart,-37.8731,144.9958
Balaclava,3/88 Grosvenor St,280000,hockingstuart,-37.8733,144.997
Balaclava,1/34 Gourlay St,1015000,Gary,-37.8723,144.9961
Balaclava,7/38 Brighton Rd,438000,Beller,,
Balaclava,4/9 Gourlay St,502500,Buxton,-37.8725,144.9952
Balaclava,1/22 Sycamore Gr,520000,Gary,-37.8742,144.9972
Balaclava,6/23 Gourlay St,442000,Buxton,-37.8726,144.9962
Balaclava,6 Blenheim St,1193000,McGrath,-37.8663,144.9948
Balaclava,3/20 Orange Gr,416000,Chisholm,-37.8678,144.9966
Balaclava,2/360 Carlisle St,820000,Gary,-37.8691,144.9974
Balaclava,2/19 Camden St,474000,hockingstuart,-37.8667,144.9917
Balaclava,1/17 Albion St,981000,Buxton,-37.874,144.9933
Balaclava,10 Grosvenor St,1690000,McGrath,-37.872,144.9909
Balaclava,3/33 Gourlay St,540000,McGrath,-37.8727,144.9969
Balaclava,41 Marlborough St,1080000,Buxton,-37.8696,144.9925
Balaclava,15/36 Brighton Rd,500000,Biggin,-37.873,144.9907
Balaclava,5/11 Albion St,497500,hockingstuart,-37.8739,144.9929
Balwyn,166 Gordon St,2100000,Marshall,-37.8094,145.0807
Balwyn,36 Narrak Rd,1800000,Marshall,-37.811,145.0958
Balwyn,2/16 Westminster St,1255000,Noel,-37.8128,145.0975
Balwyn,2/74 Balwyn Rd,1070000,Philip,-37.8161,145.0812
Balwyn,19 Belgrove Av,2200000,Marshall,,
Balwyn,26 Belgrove Av,2290000,Fletchers,,
Balwyn,112 Belmore Rd,2570000,RT,-37.8028,145.0768
Balwyn,27 Bevan St,2400000,RW,-37.8147,145.0748
Balwyn,129 Gordon St,2200000,North,-37.8085,145.0764
Balwyn,4 Melba Ct,3250000,hockingstuart,-37.8071,145.0908
Balwyn,5/14 Parring Rd,806000,Noel,-37.8124,145.0916
Balwyn,349 Union Rd,4000000,Jellis,-37.8051,145.1016
Balwyn,3/10 Westminster St,1215000,Jellis,-37.8134,145.0972
Balwyn,22 Yongala St,2250000,Noel,-37.8061,145.0801
Balwyn,120/188 Whitehorse Rd,450000,MICM,,
Balwyn,12/37 Banool Rd,1400000,Ascend,,
Balwyn,3/30 Cremorne St,812000,Jellis,-37.8092,145.0778
Balwyn,137 Yarrbat Av,4260000,Marshall,,
Balwyn,9/5 Boston Rd,1140000,Nelson,-37.8162,145.0771
Balwyn,17 Gordon St,2330000,Marshall,-37.807,145.0635
Balwyn,40 Metung St,2800000,Marshall,-37.8048,145.0708
Balwyn,4/30 Weir St,605000,Marshall,-37.8152,145.0843
Balwyn,1/37 Yongala St,1255000,Noel,-37.8056,145.0788
Balwyn,142 Balwyn Rd,1850000,Fletchers,-37.8074,145.0826
Balwyn,9/11 Parring Rd,805000,Noel,-37.8125,145.0901
Balwyn,24 Bennett St,2000000,RT,,
Balwyn,4/3 King St,700000,Marshall,-37.8065,145.065
Balwyn,27 Nungerner St,2130000,Jellis,-37.8055,145.0699
Balwyn,3/18 Weir St,500000,Marshall,-37.8162,145.0841
Balwyn,3 Westminster St,2125000,Jellis,-37.814,145.0966
Balwyn,89 Yarrbat Av,4350000,Jellis,,
Balwyn,2/42 Talbot Av,648000,hockingstuart,,
Balwyn,13 Naroo St,1800000,Jellis,-37.8032,145.0693
Balwyn,4/339 Union Rd,1020000,Marshall,,
Balwyn,101/201 Whitehorse Rd,635000,Fletchers,-37.8116,145.0724
Balwyn,68 Elliott Av,2350000,Marshall,,
Balwyn,2/23 Northcote Av,1500000,Noel,,
Balwyn,6 Tonkin Av,1900000,Marshall,,
Balwyn,1/252 Union Rd,526000,hockingstuart,-37.8144,145.0993
Balwyn,9/204 Whitehorse Rd,390000,Jellis,-37.8125,145.0775
Balwyn,11 Belgrove Av,2950000,Jellis,,
Balwyn,1/18 Belmore Rd,905000,Kay,-37.8013,145.0652
Balwyn,316 Belmore Rd,1750000,Ascend,-37.8044,145.1006
Balwyn,11/22 Brenbeal St,760000,Christopher,-37.8112,145.0881
Balwyn,7/1 Conway Cr,550000,Noel,,
Balwyn,18 Fitzgerald St,3180000,Kay,-37.8088,145.0991
Balwyn,3/3 Iramoo St,1367000,Jellis,-37.8125,145.0849
Balwyn,9/7 Kireep Rd,788000,Fletchers,,
Balwyn,18 Metung St,3600000,Marshall,-37.8063,145.0705
Balwyn,25 Percy St,2550000,Marshall,-37.8096,145.0735
Balwyn,2/111 Strabane Av,1050000,Marshall,,
Balwyn,11 Monash Av,3350000,hockingstuart,,
Balwyn,2/8 Evelina St,1400000,Noel,-37.8042,145.1042
Balwyn,7/7 Kireep Rd,662500,Jellis,,
Balwyn,5 Millah Rd,3270000,Fletchers,-37.8157,145.0795
Balwyn,3/4 Pretoria St,1280000,Noel,,
Balwyn,6/10 Brenbeal St,625000,Jellis,-37.8122,145.0879
Balwyn,4/4 Raynes St,700000,Noel,-37.8061,145.0878
Balwyn,3/5 Dunure Ct,1920000,Ray,,
Balwyn,1 Weston St,1860000,Marshall,-37.8117,145.0775
Balwyn,38 Frederick St,2730000,RT,-37.8068,145.0786
Balwyn,18 Linckens Cr,2410000,Jellis,,
Balwyn,7 May St,2530000,Marshall,,
Balwyn,7 Power St,2020000,Marshall,-37.8116,145.0789
Balwyn,6/29 Weir St,460000,Jellis,-37.8152,145.0839
Balwyn,150 Balwyn Rd,2250000,Jellis,-37.8068,145.0827
Balwyn,3/94 Balwyn Rd,1053000,Fletchers,-37.8123,145.0821
Balwyn,1/7 Boston Rd,1800000,Marshall,-37.8161,145.0772
Balwyn,1/32 Yerrin St,1472000,Noel,-37.8106,145.0848
Balwyn,53 Metung St,2120000,Jellis,-37.8036,145.0715
Balwyn,35a Stroud St,1800000,Fletchers,,
Balwyn,87 Yerrin St,1910000,Jellis,-37.8044,145.0853
Balwyn,5/95 Balwyn Rd,754000,Marshall,-37.8134,145.081
Balwyn,20 Henley St,1605000,Marshall,-37.807,145.0766
Balwyn,2 Birtles Ct,3000000,Jellis,-37.8025,145.0665
Balwyn,49 Metung St,3400000,Jellis,-37.8039,145.0714
Balwyn,110 Strabane Av,1490000,Fletchers,,
Balwyn,1/48 Talbot Av,905000,Jellis,,
Balwyn,29 Bevan St,2188000,Marshall,-37.8149,145.0747
Balwyn,2/30 Kalimna St,755000,Noel,-37.8092,145.0789
Balwyn,1 Knutsford St,2900000,Marshall,-37.815,145.076
Balwyn,34 Monash Av,1947000,Morrison,,
Balwyn,262 Union Rd,3290000,Jellis,-37.8135,145.0995
Balwyn,25 Kalimna St,2665000,Jellis,-37.8095,145.0782
Balwyn,7 Naroo St,1801000,Noel,-37.8027,145.0694
Balwyn,6/11 Yarrbat Av,1100000,Jellis,,
Balwyn,27 Metung St,2410000,Fletchers,-37.8056,145.071
Balwyn,4/35 Weir St,650000,Jellis,-37.8147,145.084
Balwyn,14 Kinsale Cr,1820000,Marshall,,
Balwyn,34 Nott St,2275000,Jellis,-37.8054,145.0771
Balwyn,275 Union Rd,2810000,Jellis,-37.8131,145.1
Balwyn,3/14 Weir St,1385000,Jellis,-37.8164,145.0846
Balwyn,1 Prowse Av,4600000,Philip,,
Balwyn,26 Wills St,2000000,hockingstuart,-37.8039,145.0631
Balwyn,165 Balwyn Rd,1900000,Mandy,-37.8057,145.0825
Balwyn,17 Knutsford St,3401000,Jellis,-37.8161,145.0748
Balwyn,47 Naroo St,1750000,Jellis,-37.8056,145.0688
Balwyn,8 Raynes St,4000000,RT,-37.8058,145.0882
Balwyn,38 Relowe Cr,2250000,Marshall,,
Balwyn,6 Abercrombie St,1810000,Fletchers,,
Balwyn,1/74 Balwyn Rd,1100000,hockingstuart,-37.8161,145.0809
Balwyn,112 Belmore Rd,3020000,Jellis,-37.8028,145.0768
Balwyn,2 Pembroke Rd,2950000,Jellis,-37.8167,145.0797
Balwyn,12 Wills St,2450000,Marshall,-37.8058,145.0627
Balwyn,23 Wills St,1912000,Fletchers,-37.8037,145.0636
Balwyn,3/12 Brenbeal St,730000,hockingstuart,-37.812,145.0876
Balwyn,51 Elliott Av,1530000,hockingstuart,,
Balwyn,29 Sevenoaks St,3900000,Jellis,-37.8049,145.0748
Balwyn,321a Union Rd,1500000,Noel,-37.8075,145.1011
Balwyn,46 Yongala St,1850000,Fletchers,-37.8058,145.0781
Balwyn,33 Power St,1700000,Marshall,-37.8099,145.0792
Balwyn,5 Shrimpton Ct,1010000,Marshall,-37.8092,145.1016
Balwyn North,3/41 Clifton St,1315000,hockingstuart,-37.7966,145.1021
Balwyn North,153 Doncaster Rd,1500000,Jellis,-37.7939,145.0789
Balwyn North,19 Jacka St,3230000,Jellis,-37.8014,145.0892
Balwyn North,32 Jaserfold St,1080000,Jellis,-37.7912,145.085
Balwyn North,2/5 Marwal Av,1450000,hockingstuart,,
Balwyn North,32 Maylands Av,1305000,Fletchers,,
Balwyn North,30 Abbott St,1350000,Barry,-37.7923,145.1029
Balwyn North,25 Bolinda Rd,1905000,Noel,-37.7917,145.0868
Balwyn North,3 Dumblane St,3300000,hockingstuart,-37.7907,145.0907
Balwyn North,30 Hood St,1900000,Fletchers,-37.7988,145.0726
Balwyn North,36 Kenny St,2251000,Marshall,-37.8002,145.0949
Balwyn North,45 Riverside Av,2160000,Jellis,,
Balwyn North,13 Riverview Rd,2205000,RW,-37.7906,145.0788
Balwyn North,43 Sweyn St,1265000,hockingstuart,-37.7947,145.1035
Balwyn North,3 Highbury St,2000000,R&H,-37.7938,145.0732
Balwyn North,14 Kawarren St,1750000,Kay,-37.7856,145.0918
Balwyn North,88 Longview Rd,1450000,Jellis,-37.7862,145.0781
Balwyn North,113 Maud St,2614000,Fletchers,-37.7959,145.0787
Balwyn North,6 Stuart Ct,1825000,Fletchers,-37.7944,145.1028
Balwyn North,61 Sutton St,2550000,Fletchers,-37.7954,145.0838
Balwyn North,38 Nevada St,1570000,Jellis,-37.7863,145.0905
Balwyn North,325 Belmore Rd,3250000,Jellis,-37.804,145.0951
Balwyn North,45 Cityview Rd,1750000,Ray,-37.7898,145.079
Balwyn North,15 Ellendale St,1150000,Christopher,-37.7893,145.092
Balwyn North,85 Tannock St,1575000,Noel,-37.7851,145.0957
Balwyn North,6 Abassia St,1505000,hockingstuart,-37.8021,145.0985
Balwyn North,1/9 Citron Av,920000,Fletchers,,
Balwyn North,30 Clifton St,1572000,hockingstuart,-37.798,145.1007
